Review,Useful,
"Never never take his classes evenif the time matches your schedual! Go to evening classes, but Do NOT TAKE IT!",,
Very fun teacher. The test follow his lectures and the book and have very few surprises. If you take good notes and spend a some time studying the class is pretty easy. Keeps class very interesting so hopefully you won't get bored. He does have an accent but I had no trouble understanding him.,,
Very fun teacher. The test follow his lectures and the book and have very few surprises. If you take good notes and spend a some time studying the class is pretty easy. Keeps class very interesting so hopefully you won't get bored. He does have an accent but I had no trouble understanding him.,,
"Dr. Abara is very anal but he means well, honestly after reading these poor reviews on him i was terrified to go to class but he really was not that bad. His accent is thick and hard to understand. He makes reallly corny jokes and thinks that he is so funny and its exhausting! The material was difficult for me and his tests were extremely hard!",,
"Alright this is how it is with this man..he is brilliant and incredibly knowledgable. He will not waste his time on students who are at high school level. If you wish to learn/move on to grad school take him. Not for those skating by to buy a degree. Hello work for it people, what a concept. Anyhow he is an asset to CSUN and &quot;Valium&quot; is not needed.",,
He is an anal retentive and passive aggressive queen. He must be a nightmare as a coworker.Take a valume.,,
"His grading system is good. There is only one problem with this professor. It may sound that he cares about you as a student, but he does not. Just go to class, do the assignment and you will be ok. Just don't have high expectations.",,
one of the worst professors i have ever had. the tests are beyond ridiculous!! they are based on things he never even spoke of. bring him a diet coke and he might like you.,,
"If you do the work, ask questions, and show up to class, you'll get a good grade. This is a 400 level class, don't expect it to be easy. Put time into the class and you won't get a bad grade.",,
"Awful professor, not professional. Stay away!!!",,
"Great professor. It was discouraging to study for hours upon hours only to receive a fail on every exam but thankfully he curves them. He is very genuine and I never as if he was rude, just sarcastic - and it was funny and always appropriate! To be honest, the students were the ones that made fools of themselves. Recommend course for hard workers.",,
"Does not reply to e-mails, rude to students and seems way too worried about how students rate him on this site and on the CSUN evaluation sheet. Do not take him!",,
bad teacher. was over oppiniated. always late to class. would not respond to emails or acknowledge them even being sent. rude to students. stay away!,,
"I got an -A, and still think ge is not a good prof. Stay away if you can!",,
"I do not agree with some of the comments. I got an A and still did not like the way he teaches, plus I did not like the way he treated some students, I saw him being mean to other people and that really bothered me.",,
"I totally agree with the last comment. And I have to say I was in the top of the class as well, and still do not think he was a good professor, nothing personal. Sorry but I have to be honest and advise people to NOT take his class.",,
"Psychology 402 is a very difficult course. You have to attend every class and you must read the textbook in order to do very well in this class. He is a funny professor and makes you laugh once in awhile but honestly his teaching skills are not so good. In my opinion, when he is teaching he speaks as if you already know the material.",,
